Sentence,Label
"For example: 20,000 ÷ 1 = 20,00021 ÷ 1 = 21-2 ÷ 1 = -2 What do you think 1 ÷ 1 will be?",Multiply and divide by 1 and multiply by 0
"When you divide a number by 1, the answer is the number you started with.",Multiply and divide by 1 and multiply by 0
1 ÷ 1 = 1 Watch this video which describes how to multiply by 0.,Multiply and divide by 1 and multiply by 0
"It explains that when you multiply any number by 0, the answer is always 0.",Multiply and divide by 1 and multiply by 0
Multiplying by 0 always gives the answer 0.,Multiply and divide by 1 and multiply by 0
"Whether you do 0 × or × 0, it will equal 0.",Multiply and divide by 1 and multiply by 0
For example: 21 × 0 = 0 Think of it as 21 lots of 0 or 21 lots of nothing.,Multiply and divide by 1 and multiply by 0
You could see it as adding 0 twenty-one times.,Multiply and divide by 1 and multiply by 0
This is why it will always equal 0.0 × a number = 0 or a number × 0 = 0 This makes the 0 times table simple!,Multiply and divide by 1 and multiply by 0
Have a go at this quiz to show your understanding of multiplying and dividing by 0 and 1.,Multiply and divide by 1 and multiply by 0
"Counting in 50s is very similar to your 5 times table.Let's count in 5s: 5, 10, 15, 20, 25, 30 ... Now let's count in 50s: 50, 100, 150, 200, 250, 300 ... What do you notice?Counting in 50s is just like counting in 5s but with an extra zero.",Count in 50s
This is because the numbers are ten times bigger.,Count in 50s
What numbers are missing from this sequence?,Count in 50s
Use your knowledge of the 5 times table and reduce the size of each number by dividing by 10.,Count in 50s
"That sequence would go: 30, 35, 40, 45, 50 Now multiply the numbers by 10 again to find the answer.",Count in 50s
The missing numbers are 350 and 500.,Count in 50s
There are 50 chocolates in each box.,Count in 50s
Maja ordered 7 boxes.,Count in 50s
How many chocolates are there in total?Use a number line to find 7 lots of 50: There are 350 chocolates in 7 boxes.Another way you could have worked this out is by using your 5 times table knowledge.,Count in 50s
"If 5 x 7 = 35, then 50 x 7 = 350, because when you count in multiples of 50, it is 10 times greater than counting in multiples of 5.",Count in 50s
Which number in this sequence is the odd one out?,Count in 50s
"700, 650, 600, 555, 500, 450What do you know about multiples of 50?",Count in 50s
"They’re very similar to the 5 times table, but 10 times greater.",Count in 50s
They end in a zero.,Count in 50s
Which of these numbers don’t follow those rules?,Count in 50s
"555 looks very similar to 55 which is a multiple of 5, but it doesn’t end in a zero.So 555 is the odd one out.",Count in 50s
Here is a cube.,Doubles
"If you had two cubes, you would have double.",Doubles
Double means two lots of something.,Doubles
"For example, double one is two.1 + 1 = 2Here is a set of five toy cars.",Doubles
"If you double this, it makes this many: Double five is ten.5 + 5 = 10 Top tipYou can double a number by adding it to itself.For example, double four is the same as saying 4 + 4.4 + 4 = 8 Practise doubling numbers and representing them.Eva has three cakes.",Doubles
Can you draw how many cakes Eva has after she has doubled them?Remember double means two lots of something.,Doubles
"Doubles are always even numbers and end with 0, 2, 4, 6 or 8.",Doubles
"The idea of sharing is used to help explain division.When a quantity is shared equally between people, what you're calculating is how much each person gets (how big each share is).",Sharing
When we share equally everybody gets the same amount but when we don’t share equally people get different amounts.,Sharing
"In this slideshow you will learn how to share out amounts in 10s, 2s and 5s equally.Practice sharing equally by copying the examples in the slideshow.",Sharing
Ask a grown-up to help you find 20 small items such as blocks or buttons and draw 10 circles on a blank piece of paper.,Sharing
In this slideshow you will look at the connection between 'shared between' and the ÷ symbol.,Sharing
20 ÷ 5 = 4What does the ÷ symbol mean?,Sharing
÷ means shared between so 20 ÷ 5 = 4 is the same as 20 shared between 5 is 4.,Sharing
Here are two division questions that look very similar:20 ÷ 10 and 20 ÷ 220 ÷ 10 = 2 and 20 ÷ 2 = 10Both division questions contain the same numbers so when you know the answer to one you can easily work out the answer to the other.,Sharing
If 90 ÷ 10 = 9 what is 90 ÷ 9 = 90 ÷ 9 =10 Can you see the connection between the two division questions?,Sharing
Have a go at this quiz and practise sharing things equally.,Sharing
When multiplying a 2-digit number by a 1-digit number you can use both mental and written methods.Let's take a look at an example of solving a multiplication problem in your head.,Multiply a 2-digit by a 1-digit number
Before you press play have a think about how you would work out 19 x 5 ?,Multiply a 2-digit by a 1-digit number
You can do this by breaking down a number.,Multiply a 2-digit by a 1-digit number
Let's think about an example: What is 6 x 40?6 x 40 is equal to 6 x 4 x 10Let’s focus on answering 6 x 4 first.,Multiply a 2-digit by a 1-digit number
6 x 4 = 24 Now you can multiply 24 by 10.,Multiply a 2-digit by a 1-digit number
"When you multiply by 10, all the digits move one space to the left and a zero is placed in the ones column to represent to number increasing in value.",Multiply a 2-digit by a 1-digit number
24 x 10 = 240 Sometimes it might be easier to use a written method to work out a 2-digit by a 1-digit multiplication.We call this method short multiplication.,Multiply a 2-digit by a 1-digit number
"What is 48 x 6?When you set out short multiplication, it is important to make sure the place value of the digits are in the correct place.",Multiply a 2-digit by a 1-digit number
Put the 4 in the tens column and the 8 in the ones column.,Multiply a 2-digit by a 1-digit number
"Like this: Step 1Just like when you solve column addition and subtraction, you start with the digits in the ones.",Multiply a 2-digit by a 1-digit number
"8 x 6 = 48Since 48 is 4 tens and 8 ones, you have to remember to keep the place values in the correct column.",Multiply a 2-digit by a 1-digit number
"The 8 stays in the ones column, while you carry the 4 into the tens column.",Multiply a 2-digit by a 1-digit number
Step 2Time to work out 40 x 6 now.,Multiply a 2-digit by a 1-digit number
40 x 6 = 240 But you can’t forget about the 4 tens that you carried over - you need to remember to add that on to the answer.,Multiply a 2-digit by a 1-digit number
"240 + 40 = 280 Again, make sure everything is in the correct place value column.",Multiply a 2-digit by a 1-digit number
48 x 6 = 288 Beverley ordered 8 packets of balloons.,Multiply a 2-digit by a 1-digit number
Each packet contained 52 balloons.,Multiply a 2-digit by a 1-digit number
"How many balloons has she got in total?The equation we are working out is: 52 x 8First, set the multiplication out correctly: Step 1Now the multiplication is set out correctly, you can solve the multiplication in the ones column.",Multiply a 2-digit by a 1-digit number
2 x 8 = 16 Remember to carry the 1 into the tens column.,Multiply a 2-digit by a 1-digit number
Step 2Now it's time to work out 50 x 8 50 x 8 = 400 Don’t forget about the ten you carried over: 400 + 10 = 410.,Multiply a 2-digit by a 1-digit number
52 x 8 = 416 Beverley now has 416 balloons.,Multiply a 2-digit by a 1-digit number
Now you've learned the different methods for multiplying a 2-digit by a 1-digit number see if you can solve these calculations.,Multiply a 2-digit by a 1-digit number
Division is used when sharing a number into another number.,Divide a 2-digit by a 1-digit number
Division is the opposite of multiplying.There are many methods that you can use to help you divide.,Divide a 2-digit by a 1-digit number
Let’s take a look at some.,Divide a 2-digit by a 1-digit number
"First, watch this video which explains how to use an array to show that 27 ÷ 3 = 9.",Divide a 2-digit by a 1-digit number
An array is a group of things arranged into rows and columns.,Divide a 2-digit by a 1-digit number
You can use arrays to help you divide one number by another.Arrange the total number of things you want to divide into groups of the number you want to divide by.,Divide a 2-digit by a 1-digit number
Count the number of groups to find the answer.,Divide a 2-digit by a 1-digit number
Here is an array showing that 27 ÷ 3 = 9.,Divide a 2-digit by a 1-digit number
You can see that 27 can be arranged into 9 groups of 3.,Divide a 2-digit by a 1-digit number
Count the red circles on one of the rows to double check.,Divide a 2-digit by a 1-digit number
You can use a number line to help you divide too.,Divide a 2-digit by a 1-digit number
Watch this clip to find out how a number line can be used to solve 30 ÷ 5.,Divide a 2-digit by a 1-digit number
"To work out 30 ÷ 5, count how many 'jumps' of 5 it takes to get from 0 to 30.",Divide a 2-digit by a 1-digit number
6 'jumps' of 5 means 30 ÷ 5 = 6.Here is how it looks on a number line: Partitioning the number that you are dividing into tens and ones can make the number more manageable.,Divide a 2-digit by a 1-digit number
What is 69 ÷ 3?This place value chart shows the number 69 divided into tens and ones.,Divide a 2-digit by a 1-digit number
Let’s partition 69 into 60 and 9 and divide them by 3 separately.,Divide a 2-digit by a 1-digit number
Now you can answer the two divisions separately and add the answers together.,Divide a 2-digit by a 1-digit number
These are the two divisions: 60 ÷ 3 = 20 9 ÷ 3 = 3 Now add the results together: 20 + 3 = 23 We have the answer: 69 ÷ 3= 23 This method is commonly called the ‘bus stop method’ because the sign looks like a bus stop!,Divide a 2-digit by a 1-digit number
